dish_name,category,price_vnd_k,filename,prompt_used,actual_resolution,status
Chicken Biryani,Biryani,230,biryani/chicken-biryani.png,"A premium editorial food photograph of Chicken Biryani: slow-cooked basmati rice layered with chicken and aromatic spices Fragrant saffron-streaked basmati rice layered with tender bone-in chicken pieces, fried onions, mint leaves and whole spices. Served in a hammered copper biryani handi (rounded pot) with a domed hammered-copper lid propped partially open beside it, fragrant rice visibly steaming, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Prawn Biryani,Biryani,250,biryani/prawn-biryani.png,"A premium editorial food photograph of Prawn Biryani: fragrant basmati rice layered with prawns and traditional spices Fragrant saffron-streaked basmati rice layered with plump prawns, fried onions, mint leaves and whole spices. Served in a hammered copper biryani handi (rounded pot) with a domed hammered-copper lid propped partially open beside it, fragrant rice visibly steaming, resting on a round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Masala Tea,Drinks,60,drinks/masala-tea.png,"A premium editorial food photograph of Masala Tea: traditional Indian tea brewed with aromatic spices Warm reddish-brown spiced milk tea with a light steam rising, a few whole spices (cardamom, cinnamon stick) resting beside the cup. Served in the exact same light speckled ceramic cup and saucer style used for the coffee drinks — not a copper mug. Served in a light speckled ceramic cup and saucer. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Mango Lassi,Drinks,110,drinks/mango-lassi.png,"A premium editorial food photograph of Mango Lassi: creamy yogurt drink blended with ripe mango A thick, bright orange creamy mango yogurt drink, topped with a light dusting of cardamom and a small mint sprig. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Lassi,Drinks,110,drinks/lassi.png,"A premium editorial food photograph of Lassi: traditional yogurt drink served chilled A thick pale creamy-white yogurt drink, topped with a light dusting of cardamom and a small mint sprig. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Cold Drink,Drinks,50,drinks/cold-drink.png,"A premium editorial food photograph of Cold Drink: choice of Coca-Cola, Sprite or Fanta A fizzy cola-colored soft drink over ice cubes with visible rising bubbles, a lemon wedge on the rim. Served in a clear glass tumbler, resting on a small round copper coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Masala Chaas,Drinks,85,drinks/masala-chaas.png,"A premium editorial food photograph of Masala Chaas: refreshing spiced buttermilk blended with roasted cumin and traditional Indian seasonings A pale frothy spiced buttermilk drink, topped with a light dusting of roasted cumin and a small mint sprig. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Water / Sparkling Water,Drinks,25,drinks/water-sparkling-water.png,"A premium editorial food photograph of Water / Sparkling Water: chilled bottled still or sparkling water A clear glass filled with chilled still water with visible condensation, ice cubes and a light mint sprig, a clear glass bottle beside it with a simple small label reading 'THE THEATER' in elegant serif capitals on the front of the bottle. Served in a clear glass tumbler, resting on a small round copper coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok
Cappuccino,Coffee,75,coffee/cappuccino.png,"A premium editorial food photograph of Cappuccino: espresso with steamed milk and velvety foam A cappuccino with a delicate latte-art rosette in the velvety foam, a few coffee beans scattered beside the cup. Served in a light speckled ceramic cup and saucer. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Latte,Coffee,70,coffee/latte.png,"A premium editorial food photograph of Latte: smooth espresso blended with silky steamed milk A layered latte in a tall clear glass showing espresso, milk and a light foam cap, a few coffee beans scattered beside. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Espresso,Coffee,55,coffee/espresso.png,"A premium editorial food photograph of Espresso: rich and intense single-shot coffee A small shot of dark espresso with a thin golden crema layer on top, a few coffee beans scattered beside the cup. Served in a light speckled ceramic cup and saucer. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Americano,Coffee,65,coffee/americano.png,"A premium editorial food photograph of Americano: espresso balanced with hot water for a smooth finish A cup of dark americano coffee with a thin crema swirl on the surface, a few coffee beans scattered beside the cup. Served in a light speckled ceramic cup and saucer. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Orange Juice,"Juices, Smoothies & Iced Tea",95,juices-smoothies-iced-tea/orange-juice.png,"A premium editorial food photograph of Orange Juice: fresh-squeezed orange juice Vivid orange fresh juice, garnished with an orange wedge on the rim, condensation on the glass. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Watermelon Juice,"Juices, Smoothies & Iced Tea",95,juices-smoothies-iced-tea/watermelon-juice.png,"A premium editorial food photograph of Watermelon Juice: fresh watermelon juice Vivid pink-red watermelon juice, garnished with a small watermelon wedge on the rim, condensation on the glass. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Pineapple Juice,"Juices, Smoothies & Iced Tea",95,juices-smoothies-iced-tea/pineapple-juice.png,"A premium editorial food photograph of Pineapple Juice: fresh pineapple juice Golden-yellow pineapple juice, garnished with a pineapple wedge and leaf on the rim, condensation on the glass. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Mixed Fruit Juice,"Juices, Smoothies & Iced Tea",95,juices-smoothies-iced-tea/mixed-fruit-juice.png,"A premium editorial food photograph of Mixed Fruit Juice: fresh mixed fruit juice Vivid orange-red mixed fruit juice, garnished with an apple slice and mint sprig, condensation on the glass. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Lemon Iced Tea,"Juices, Smoothies & Iced Tea",80,juices-smoothies-iced-tea/lemon-iced-tea.png,"A premium editorial food photograph of Lemon Iced Tea: chilled lemon iced tea Amber iced tea over ice cubes, garnished with fresh lemon slices and a mint sprig. Served in a clear glass mason jar with a handle, filled with ice. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Peach Iced Tea,"Juices, Smoothies & Iced Tea",80,juices-smoothies-iced-tea/peach-iced-tea.png,"A premium editorial food photograph of Peach Iced Tea: chilled peach iced tea Amber iced tea over ice cubes, garnished with fresh peach slices and a mint sprig. Served in a clear glass mason jar with a handle, filled with ice. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Mango Magic Smoothie,"Juices, Smoothies & Iced Tea",110,juices-smoothies-iced-tea/mango-magic-smoothie.png,"A premium editorial food photograph of Mango Magic Smoothie: mango, yogurt, honey and a touch of vanilla A thick bright orange mango smoothie topped with a small diced mango garnish. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Berry Bliss Smoothie,"Juices, Smoothies & Iced Tea",110,juices-smoothies-iced-tea/berry-bliss-smoothie.png,"A premium editorial food photograph of Berry Bliss Smoothie: mixed berries, yogurt, honey and apple juice A thick vivid purple-pink berry smoothie topped with fresh blueberries and raspberries. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Chocolate Mocha Smoothie,"Juices, Smoothies & Iced Tea",110,juices-smoothies-iced-tea/chocolate-mocha-smoothie.png,"A premium editorial food photograph of Chocolate Mocha Smoothie: chocolate, coffee, banana, milk and cocoa powder A thick rich brown chocolate-coffee smoothie topped with chocolate shavings, served in the exact same tall straight-sided clear highball glass shape as the other smoothies — no footed glass, no stemmed glass, no short parfait glass, just a plain tall straight glass. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok
Strawberry Delight Smoothie,"Juices, Smoothies & Iced Tea",110,juices-smoothies-iced-tea/strawberry-delight-smoothie.png,"A premium editorial food photograph of Strawberry Delight Smoothie: strawberry, yogurt, banana and a touch of honey A thick vivid pink strawberry smoothie topped with a fresh strawberry half. Served in a tall clear glass, resting on a small round wooden coaster. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Gulab Jamun with Vanilla Ice Cream,Desserts,90,desserts/gulab-jamun-with-vanilla-ice-cream.png,"A premium editorial food photograph of Gulab Jamun with Vanilla Ice Cream: soft milk dumplings soaked in saffron syrup, served with creamy vanilla ice cream Two glossy deep-brown gulab jamun dumplings soaked in golden saffron syrup, nestled beside a scoop of creamy vanilla ice cream, garnished with chopped pistachios and a few saffron strands, syrup pooling gently in the base of the glass. Served in a polished copper martini glass: a wide tapered conical bowl at the top, connected by a clearly visible slender copper STEM (the stem is a mandatory, prominent part of the glass — do not omit it or show the bowl sitting directly on the table) down to a round copper foot/base, exactly like a classic martini glass shape but in polished copper. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Ice Cream (Vanilla),Desserts,60,desserts/ice-cream-vanilla.png,"A premium editorial food photograph of Ice Cream (Vanilla): classic vanilla ice cream served chilled A single neat scoop of creamy white vanilla ice cream, garnished with a small mint leaf. Served in a small light matte ceramic bowl. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Ice Cream (Chocolate),Desserts,60,desserts/ice-cream-chocolate.png,"A premium editorial food photograph of Ice Cream (Chocolate): classic chocolate ice cream served chilled A single neat scoop of rich dark chocolate ice cream, garnished with chocolate shavings. Served in a small light matte ceramic bowl. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Kheer,Desserts,90,desserts/kheer.png,"A premium editorial food photograph of Kheer: creamy rice pudding slow-cooked with milk, garnished with nuts and saffron Creamy pale rice pudding topped with slivered almonds, pistachios and a few saffron strands. Served in a small light matte ceramic bowl. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok (pre-existing)
Gajar Halwa,Desserts,110,desserts/gajar-halwa.png,"A premium editorial food photograph of Gajar Halwa: classic carrot pudding cooked with milk, garnished with nuts A generous, large portion mounded high and filling the bowl completely: rich glossy orange-red carrot pudding topped with slivered almonds and pistachios. Served in a small light matte ceramic bowl. Bright, premium, LIGHT and WHITE studio background: clean white seamless backdrop, soft even studio lighting, minimal soft shadow, high-end editorial food/product photography look. Shallow depth of field, tack-sharp focus on the food with a softly blurred background. Natural, fresh garnish exactly as described. No text, no logos, no hands, no plate labels, no watermarks. Photorealistic, professional restaurant menu photography, ultra-detailed, 2K quality.",2816x1536,ok
